vm_id,collection_id,instance_index,cluster,cpu_request,mem_request,avg_cpu,avg_mem,max_cpu,max_mem,priority,priority_band,priority_norm,scheduling_class,collection_type,failed,hard_failed,duration_s,start_time,end_time,n_events,orig_machine_id,assigned_memory,cycles_per_instruction
VM91164,228944603775,1583,5,0.0097198486328125,0.0022125244140625,0.011260986328125,0.0014381408691406,0.026336669921875,0.0015926361083984,0,free,0.0,0,0,0,0,300.0,1287000000000,1287300000000,2,173167122852,0.0023689270019531,0.6753432750701904
VM54378,203515534686,432,2,0.0081024169921875,0.0052108764648437,0.0003166198730468,0.0002155303955078,0.0023765563964843,0.0002174377441406,205,production,0.45555555555555555,2,0,1,1,300.0,2385000000000,2385300000000,1,231234545418,0.0,3.4508657455444336
VM141833,308136397922,476,8,0.03326416015625,0.004119873046875,0.04876708984375,0.0035781860351562,0.05963134765625,0.0036888122558593,103,best_effort,0.2288888888888889,0,0,1,0,300.0,216900000000,217200000000,1,731211460,0.005035400390625,0.7145217657089233
VM114568,315268991185,824,6,0.0020256042480468,0.0053253173828125,0.00830078125,0.0017681121826171,0.01605224609375,0.0022163391113281,200,production,0.4444444444444444,1,0,0,0,300.0,1200000000,1500000000,1,10142201797,0.00262451171875,1.000588059425354
VM135611,454520770906,435,2,0.01629638671875,0.0037307739257812,0.000518798828125,0.0026702880859375,0.0023345947265625,0.0026702880859375,116,mid,0.2577777777777778,0,1,0,0,300.0,120300000000,120600000000,1,38977425332,0.0050125122070312,
VM78892,357875359524,933,6,0.0875244140625,0.0032539367675781,0.130126953125,0.0049896240234375,0.30615234375,0.005645751953125,200,production,0.4444444444444444,1,0,0,0,300.0,1450500000000,1450800000000,2,19369723972,0.0079803466796875,0.8173756003379822
VM230123,457356859499,2440,2,0.0024642944335937,0.0066146850585937,0.0007514953613281,0.003936767578125,0.0338134765625,0.0067138671875,103,best_effort,0.2288888888888889,0,0,1,0,300.0,234300000000,234600000000,1,226027303332,0.009185791015625,1.1283751726150513
VM235676,2086375142,258,7,0.1943359375,0.0521240234375,0.00640869140625,0.0014286041259765,0.017120361328125,0.0014495849609375,450,monitoring,1.0,3,1,1,1,300.0,909600000000,909900000000,1,128186767,0.0044403076171875,
VM172564,501622100022,1759,2,0.0087127685546875,0.0079193115234375,0.0032081604003906,0.0033988952636718,0.06024169921875,0.0034599304199218,103,best_effort,0.2288888888888889,0,0,0,0,300.0,2571300000000,2571600000000,1,24650038947,0.0061569213867187,4.241825580596924
VM26531,204585818253,1430,6,0.0140838623046875,0.009552001953125,0.0001707077026367,0.0006589889526367,0.0008106231689453,0.0006608963012695,200,production,0.4444444444444444,0,0,1,1,300.0,2521200000000,2521500000000,1,8902168,0.0007886886596679,3.320597648620605
VM114277,313707419076,46,8,0.072998046875,0.0134124755859375,0.032470703125,0.031158447265625,0.1004638671875,0.031158447265625,200,production,0.4444444444444444,3,1,0,0,300.0,1558800000000,1559100000000,1,559991681,0.0134124755859375,
VM173867,31644335,384,7,0.0704345703125,0.0416259765625,0.0474853515625,0.033935546875,0.0667724609375,0.03411865234375,200,production,0.4444444444444444,3,0,1,1,300.0,526200000000,526500000000,1,6864432253,0.0416259765625,2.39029598236084
VM155148,315268991185,189,6,0.0338134765625,0.0069351196289062,0.00830078125,0.0017681121826171,0.01605224609375,0.0022163391113281,200,production,0.4444444444444444,1,0,0,0,300.0,1200000000,1500000000,1,9988285329,0.00262451171875,1.000588059425354
VM85032,12983065531,506,6,0.0528564453125,0.0062713623046875,0.0213623046875,0.003875732421875,0.0614013671875,0.0050201416015625,119,mid,0.2644444444444444,1,0,0,0,300.0,386700000000,387000000000,2,9983694421,0.0078125,0.8695022463798523
VM24863,357875317546,20025,6,0.0081024169921875,0.0014705657958984,0.0001821517944335,8.7738037109375e-05,0.0003643035888671,8.7738037109375e-05,117,mid,0.26,1,0,0,0,2.0,1566536000000,1566538000000,1,278587030236,0.0014705657958984,2.817126035690308
VM80928,326995754843,14412,8,0.0056686401367187,0.00262451171875,0.0002317428588867,0.0003833770751953,0.0006780624389648,0.0006160736083984,200,production,0.4444444444444444,1,0,0,0,4.0,2516859000000,2516863000000,1,162083223859,0.00262451171875,
VM188936,25911627449,2664,2,0.0022201538085937,0.0002355575561523,0.0,9.5367431640625e-06,0.0,9.5367431640625e-06,0,free,0.0,2,0,0,0,1.0,1334713000000,1334714000000,1,16668448334,0.000370979309082,2.39462685585022
VM197452,287955959385,6872,7,0.0081024169921875,0.0036125183105468,0.0001516342163085,0.0006580352783203,0.0008563995361328,0.0006580352783203,0,free,0.0,0,0,0,0,300.0,2131800000000,2132100000000,1,3194170509,0.0036125183105468,4.450101375579834
VM182816,4741149133,4476,6,0.0014972686767578,0.0003366470336914,0.0006971359252929,0.0002698898315429,0.0019264221191406,0.0002822875976562,200,production,0.4444444444444444,2,0,1,1,300.0,1302900000000,1303200000000,1,4284766931,0.0004348754882812,1.918680548667908
VM157145,54687713003,3102,5,0.0016193389892578,0.0032539367675781,7.62939453125e-05,0.0006084442138671,0.0005779266357421,0.0006084442138671,103,best_effort,0.2288888888888889,3,0,1,1,300.0,727800000000,728100000000,1,19313627033,0.0032424926757812,4.5125412940979
VM89330,4741149133,3607,6,0.0014972686767578,0.0003366470336914,0.0009517669677734,0.0002803802490234,0.0035667419433593,0.0002985000610351,200,production,0.4444444444444444,2,0,0,0,300.0,255300000000,255600000000,1,21038571810,0.0003366470336914,1.8735876083374023
VM155804,820216241860,2076,4,0.0137786865234375,0.0013027191162109,0.0112762451171875,0.0069961547851562,0.0550537109375,0.0126800537109375,360,monitoring,0.8,2,0,1,1,300.0,2526600000000,2526900000000,1,3645383173,0.0,1.1966845989227295
